,User,Date Created,Number of Likes,Source of Tweet,Tweet
133,DanStickney1,2023-03-12 22:28:45+00:00,1,Twitter for Android,"Dem reckless spending  = infation = higher interest rates = bludgeoned 401k's = massive layoffs

https://t.co/gwObcd5U3y"
134,keithlapinig,2023-03-12 22:28:31+00:00,126,Twitter for iPhone,"HOORAY! I’m a homeowner!

Did I buy at the most inopportune time when layoffs are everywhere in capitalistic America? Maybe! But no matter what happens, I’m happy I was ever able to afford my first place thanks to my job at Disney. 

Sorry nepo Cali babies, I made space for me. https://t.co/zVHVCPLl9z"
135,taterpie,2023-03-12 22:27:54+00:00,1,TweetDeck,"Nobody's been through more rounds of layoffs than big tech workers, ok, and 30 percent minimum came through the startup world, no small chunk of those after a SU laid them off after going public or some other cuntlery. No one's scared, this is hakuna matata."
136,coinmaverick,2023-03-12 22:27:54+00:00,1,Twitter Web App,"@FlowTraderTM where are you getting companies increased burn? tech has gone through its own reckoning and layoffs while rest of employment is great. see https://t.co/JRMzre6jXb

doesn't appear that this was enough tho. that said, can't blame companies spending their own money"
137,__MLT__,2023-03-12 22:27:47+00:00,0,IFTTT,"#RT @AndrewYNg: I'm glad US gov is looking into protecting SVB's depositors. I see no need to bail out the bank's investors, but failing to protect depositors - who had taken no reckless risks - can mean large layoffs, damage to trust in banks, and setting back AI &amp; tech inn…"
138,chibullsbot,2023-03-12 22:27:40+00:00,0,Twitter for iPhone,@realhectaaaaaa @unusual_whales To save thousands of jobs. Sometimes its not the fault of your everyday worker why should they have to pay. Not to mention the contagion of layoffs in other sectors because of their deposits there. Sure punish the people at the top but peoples lives are at stake
139,DADnation_,2023-03-12 22:27:08+00:00,1,Twitter for iPhone,"@KanekoaTheGreat @DavidSacks This is a false equivalence Sacksypoo. You’re comparing the food ecosystem to the innovation ecosystem. 40k farmers going bankrupt would create a cataclysmic meltdown of epic proportions, 40k smb’s going bankrupt would just lead to a lot of temporary layoffs."
140,stefonrogers,2023-03-12 22:25:58+00:00,0,Twitter for iPhone,@kaimaster0 @yfeldblum @AOC Where do you think layoffs are centered around? Hint… DEI groups that provide literally 0 value.
141,FirusLuchador,2023-03-12 22:25:57+00:00,0,Twitter Web App,"Is it the right time to change jobs?
#jobsearch 
#economy 
#layoffs"
142,CHICKKENN1,2023-03-12 22:25:53+00:00,0,Twitter Web App,"For those concerned about employees; where you concerned about the tens of thousands of tech employee layoffs? 

Are you concerned with Meta's upcoming layoffs?

If you align with SVB, VCs, can you get a loan with a business plan that may never make a profit?"
143,StckPro,2023-03-12 22:24:54+00:00,0,STCK.PR0,$META NEW ARTICLE : Report: New Meta Layoffs Could Rival Last Year's Job Cuts https://t.co/jmu1CtdKED https://t.co/TRdiZeORWk
144,ElaineMBiggs,2023-03-12 22:24:02+00:00,0,Buffer,"Snowflake bucks tech-sector layoff trend, plans 1,000 new hires https://t.co/fpLyQH6GJo https://t.co/6Wj4IML3y8"
145,pansycacke07,2023-03-12 22:23:13+00:00,19,Twitter for Android,"It's incredible how everyone forgot about they layoffs and how all the 343 employees that got fired called Microsoft's practices out. I guess it's easier to blame those who can't do anything but endure the backlash than those with the power, those who will never face retaliation."
146,hoonigan0729,2023-03-12 22:21:41+00:00,0,Twitter Web App,"Elon Musk has apologized for layoff of celebrated Twitter employee in Iceland 
#marketwatch #financial #markets"
147,JarodinNYC,2023-03-12 22:20:55+00:00,0,Twitter Web App,@GaryPetersonUSA Homie needs to layoff the cheeseburgers.
148,BillyJr17,2023-03-12 22:19:21+00:00,1,Twitter for Android,@melroseplace_ Racing burnout is real. Sometimes it's a great thing to layoff for a bit. Recharge and enjoy some other stuff.
149,kammiri,2023-03-12 22:18:53+00:00,10,Twitter for Android,"My role of Lead Researcher at Xero has been impacted by the restructure and 800+ potential layoffs that are following. I'll learn if my position will exist or not in the next couple of weeks.
Open to chat if anyone has any interesting UX(D)(R) positions around. Cheers!"
150,stagefright__,2023-03-12 22:18:15+00:00,1,Twitter for iPhone,@Morgan_Anastasi it’ll depend on what is tied into the thing that is crashing. controlling wages trough interest rates is one of the ‘tools’ that body uses but this (as far as I understand) works asymmetrically affecting the pool of ‘loose’ workers (the least protected). SV layoffs seem different
151,jjtonerracing,2023-03-12 22:16:45+00:00,8,Twitter for iPhone,We stole the finale! Really nice maiden score today for FOR THE FLAG off the layoff! Masterful ride again from @jorgeruizjockey!
152,gritmonger,2023-03-12 22:15:32+00:00,0,Twitter Web App,"@MollyJongFast Well, see... adults won't return to office no matter how many threats or layoffs... and kids are cheaper and fit into more nooks at the office and don't take up parking spaces... or hog the Keurig. 

They do go through a lot of jelly donuts."
153,StckPro,2023-03-12 22:14:38+00:00,0,STCK.PR0,$META NEW ARTICLE : Report: New Meta Layoffs Could Rival Last Year's Job Cuts https://t.co/jmu1CtdcP5 https://t.co/ne7oshC9qI
154,KleespiesKevin,2023-03-12 22:14:28+00:00,0,Twitter for iPad,"@nytimes I would like to see small business depositors get enhanced insurance &amp; earlier access to liquidated assets of the bank. Otherwise it’s bad. Depositors can’t make payroll &amp; payroll taxes, layoff employees. IRS collects &amp; seizes assets, leading to multiple cascading bankruptcies."
155,swilliams_01,2023-03-12 22:12:30+00:00,0,Twitter for Android,"@JacobWolf I think there's a lot of startups that'll eat the pain here and IMO they're not the elites - lots of SMEs with payroll for say 10 employees, who will have had over the 250k deposit limit and will have to layoff. I don't think they're elites, and it's gonna be painful for tech"
156,ScrewBourgeois,2023-03-12 22:11:11+00:00,0,Twitter for Android,@MkBlyth It's really interesting but so depressing. I live in the USA and the company I work for is the same. Workers get layoffs and jobs getting combined while the CEO brags about administration staff getting bonuses and the dividend is going up to. And it's the same in the whole area.
157,BrianGasmo,2023-03-12 22:11:09+00:00,0,Twitter for Android,"@RNCResearch ""The tech sector has already been suffering rom layoffs.""

What happens when they suffer ram layoffs?"
158,TheLayoffsMusic,2023-03-12 22:10:40+00:00,2,Twitter for iPhone,Watching the Oscars tonight while Powering Down with our new album! Can't wait to see which nominees take home the gold. We're rooting for “Everything Everywhere All at Once”! #Oscars #PoweringDown https://t.co/Qjp9UFAOGI #EverythingEverywhereAllAtOnce
159,Gabe_Trust,2023-03-12 22:10:11+00:00,0,Twitter for iPhone,@TravisBullJohn1 @AndrewYang Don’t forget union busting. Or even sudden layoffs without warning
160,StockGravity,2023-03-12 22:05:59+00:00,0,Twitter for Android,@Vegas_stringer @zerohedge Most people buying after June 2022 will be walking away. 45% average mortgage to income ratio w/ unemployment near record lows. What happens when layoffs start?
161,DoJesus,2023-03-12 22:04:56+00:00,0,Twitter for Android,@DavidSacks @BillAckman Don't worry about the layoffs...Biden is creating millions of jobs for them to take.
162,MalindaSmith,2023-03-12 22:03:01+00:00,0,Twitter for iPhone,"Curious how remote work will shape these durable gender and racialized dynamics.

“As layoffs disproportionately affect women and racialized talent, is there a way to make them equitable?” @globeandmail https://t.co/n4q8jLyELJ"
163,_Insurance_News,2023-03-12 22:01:52+00:00,0,IFTTT,Five tips for staying insured in the event of a layoff    https://t.co/kwQVUU2Cra https://t.co/5tcdlN9I72
164,piesaac,2023-03-12 22:01:35+00:00,3,Twitter Web App,"@ellaguro Was thinking about this last year as the big tech layoffs started to happen... it's not that I'm glad that tech workers are going to be thrust into precarity, exactly, but maybe there'll be more understanding of what life is like for literally everyone else?"
165,lucasp0rV2,2023-03-12 22:01:34+00:00,6,Twitter for iPhone,"Situação no USA relacionada a bancos principalmente de companhias de tecnologia, ta ficando critica dps da noticia de ontem da SVB, ja nao bastava os layoffs, agr mais de 10k de startups vao ser afetadas.. https://t.co/J72PWNLT4C"
166,arddhe,2023-03-12 22:01:34+00:00,0,Twitter for iPhone,"ya kan itu sebenarnya cara mereka buat bikin karyawannya resign sendiri tanpa layoff, jd ga perlu pesangan."
167,StckPro,2023-03-12 22:00:55+00:00,0,STCK.PR0,$META NEW ARTICLE : Report: New Meta Layoffs Could Rival Last Year's Job Cuts https://t.co/jmu1CtdKED https://t.co/B7td9fvhF1
168,MostafaAliManso,2023-03-12 22:00:15+00:00,7,Twitter for Android,@karimamd95 @fotoh__ أتعشم ان اللي حصل للSVB ميسببش ف layoffs تانية https://t.co/apweW97AuD
169,BuzzFeedNews,2023-03-12 22:00:11+00:00,20,PubHub by BuzzFeed,Layoffs at some of the country’s most prestigious companies are the latest sign that no one’s job is ever really safe. https://t.co/UhbYq8PIJP
170,Rhondasgoodlyfe,2023-03-12 21:59:22+00:00,0,LinkedIn,"Allow me to re-introduce myself by my new title, SCRUM MASTER! Yes, I'm so proud of this pivot! After being impacted by the layoffs last month from #Docusign, I had to go inward #scrum , do a deep dive and reflect on what I learned from my last opportunit…https://t.co/qh5PkqmoHo"
171,DonDizzler,2023-03-12 21:59:04+00:00,0,dlvr.it,"'Fake Work' Was 'Exposed' By Layoffs At Google And Meta, Says Former PayPal Executive https://t.co/Hp3dbzLJCg https://t.co/SZPz1YfnP9"
172,Bleakhouse12,2023-03-12 21:58:45+00:00,3,Twitter for Android,"@DubNorthside They could steal any savings you have in a bank, massive layoffs of workers and inflation , basically the economy collapsing worse case scenario. Think the great depression in America a century ago"
173,barbquehour,2023-03-12 21:58:35+00:00,24,Twitter for iPhone,My infant business was vulnerable. I was scared. I kept grilling. Constantly. We pivoted our GTM. I avoided layoffs. I pinched pennies even harder; both at work and at home. The Grill&amp;Grill team continually sacrificed for my vision. (9/23)
174,gretchhatesmi,2023-03-12 21:58:02+00:00,0,Twitter Web App,"@SpeakerPelosi LIAR! Hundreds of thousands of layoffs since last fall prove you wrong! Since you've made millions illegally, how about paying off my $70k+ student loan so I can buy food and medication??? Hypocrite!"
175,vol_Emm,2023-03-12 21:56:30+00:00,2,Twitter for Android,"@masterlongevity @dflieb @HillaryRonen Nope, they're still responsible for owed pay even if they do layoffs or shut down."
176,rockisinfinite,2023-03-12 21:55:46+00:00,2,Twitter for iPhone,@skadi_G Which is fair. But I get it after all the layoffs. All hands are on more important tasks likely
177,HelloMrDanny,2023-03-12 21:55:44+00:00,0,Twitter for Android,"@notnotanna @fakegingerbitch no expert, my thought is always go very light, many reps coming back from layoffs/injuries. Light and reps will let you concentrate (what i do) on form and build the functional body you want, hopefully!"
178,AndrewYNg,2023-03-12 21:55:18+00:00,724,Twitter Web App,"I'm glad US gov is looking into protecting SVB's depositors. I see no need to bail out the bank's investors, but failing to protect depositors - who had taken no reckless risks - can mean large layoffs, damage to trust in banks, and setting back AI &amp; tech innovation by years."
179,Brand52435690,2023-03-12 21:54:48+00:00,0,Twitter for iPhone,@robgilgan @palminder1990 I’m sure you were also for the $15 minimum wage increase too. Well this it what happens when shareholders refuse to have their dividends reduced. The company cuts costs by usually 2 ways: 1) raise prices. 2) layoff employees. Self checkout enabled them to layoff about 30 cashiers
180,TravisFischer,2023-03-12 21:54:48+00:00,0,Twitter Web App,"@DigitalBlkHippy That said, at this particular moment in time, with macro conditions, I would be looking at smaller companies. If things stay choppy, junior employees with short tenure are ""layoff"" targets at big tech if/when the market demands more cuts."
181,3snurse,2023-03-12 21:54:47+00:00,0,Twitter for iPhone,@POTUS And failed banks housing bubble and worker layoffs
182,masterlongevity,2023-03-12 21:53:47+00:00,2,Twitter for iPhone,@vol_Emm @dflieb @HillaryRonen It can be offloaded of you have to layoff employees or close up shop
183,nba_touche,2023-03-12 21:53:22+00:00,0,Twitter Web App,BREAKING: Mob Boss Announces Layoffs https://t.co/XWLmcNObXZ
184,KVanderhoydonk,2023-03-12 21:50:39+00:00,0,Zapier.com,"Report: New Meta Layoffs Could Rival Last Year's Job Cuts #Payments,Fintech https://t.co/JwR7ASeufZ #regtech"
185,Tah_Tohh,2023-03-12 21:49:58+00:00,1,Twitter Web App,"@StockSenseFrank It is no secret that the Fed is trying to cause unemployment and layoffs in order to contain inflation. So SVB and any affected small businesses going under is the exact result of the Fed rate hikes and is expected (and desired by the Fed). As such, they will not bailout."
186,rdbatson,2023-03-12 21:49:46+00:00,0,Twitter for iPhone,"Mark my word, before the ink will even be dry should these Silicon Valley VCs/CEO ghouls get even a cent of government cash, they will immediately pocket the money and layoff most of their employees claiming cost cutting"
187,iBetchors_dry,2023-03-12 21:49:21+00:00,3,Twitter for iPhone,"Use these big companies’ collapses and mass layoffs to your advantage. Add them to your resume. Give yourself a high position. What will the company your applying for do, call HR? I was Director of Ad Sales at Twitter for four years."
